"","gencodeID","Symbol","logFC","t","P.Value","adj.P.Val","B","ensemblID","Length","gene_type","EntrezID","AveExpr"
"ENSMUSG00000073565.4","ENSMUSG00000073565.4","Prr16",-0.737826019533274,-3.48816280490725,0.00736529020250878,0.0479162416703848,-3.03853237629775,"ENSMUSG00000073565",2224,"protein_coding",71373,2.58648639732206
"ENSMUSG00000035226.5","ENSMUSG00000035226.5","Rims4",-0.791516080847467,-3.7176523811557,0.00520029608802121,0.0387933898723724,-3.03857247802312,"ENSMUSG00000035226",4962,"protein_coding",241770,5.02496081204874
"ENSMUSG00000038576.15","ENSMUSG00000038576.15","Susd4",-0.505352818032316,-3.82719361551356,0.00441503215778332,0.0355198765745972,-3.03944584938474,"ENSMUSG00000038576",3858,"protein_coding",96935,6.61259708148885
"ENSMUSG00000022389.14","ENSMUSG00000022389.14","Tef",-0.35443884437599,-3.87680202172872,0.0041017635893907,0.0339686260890625,-3.03960012542626,"ENSMUSG00000022389",7865,"protein_coding",21685,8.15430431286874
"ENSMUSG00000042182.16","ENSMUSG00000042182.16","Bend6",-0.671343366211331,-3.82032361497675,0.00446037995411306,0.0357026357597728,-3.04088727932845,"ENSMUSG00000042182",3421,"protein_coding",320705,6.53419762240248
"ENSMUSG00000026003.5","ENSMUSG00000026003.5","Acadl",0.594048433617721,3.6899963905722,0.0054211043588041,0.0398630415207312,-3.04119336065942,"ENSMUSG00000026003",2005,"protein_coding",11363,4.84159204891922
"ENSMUSG00000049401.10","ENSMUSG00000049401.10","Ogfr",0.494937535125325,3.72578420225965,0.00513719781476167,0.0385533999501363,-3.04202422597504,"ENSMUSG00000049401",2580,"protein_coding",72075,5.20384207662422
"ENSMUSG00000027406.12","ENSMUSG00000027406.12","Idh3b",-0.391238845964478,-3.84646988400751,0.00429038726523157,0.0348868776122124,-3.04316958673359,"ENSMUSG00000027406",3422,"protein_coding",170718,7.06614609195946
"ENSMUSG00000033502.14","ENSMUSG00000033502.14","Cdc14a",0.72878332041194,3.57353654122923,0.00646567770664272,0.0441961259687829,-3.04597611944118,"ENSMUSG00000033502",12205,"protein_coding",229776,3.58099835196076
"ENSMUSG00000028360.9","ENSMUSG00000028360.9","Slc44a5",-0.533264602860453,-3.62960241633656,0.00593851263444449,0.0420866761660137,-3.04721395771263,"ENSMUSG00000028360",7143,"protein_coding",242259,4.08094365783932
"ENSMUSG00000036819.14","ENSMUSG00000036819.14","Jmjd4",-0.36717068184434,-3.72143927848441,0.00517081041989866,0.0387197738840657,-3.04894124337818,"ENSMUSG00000036819",7115,"protein_coding",194952,5.1460613511322
"ENSMUSG00000011658.15","ENSMUSG00000011658.15","Fuz",0.498309500364018,3.63804631323456,0.00586313710278966,0.0418347775492176,-3.04900922962739,"ENSMUSG00000011658",5003,"protein_coding",70300,4.26003726974493
"ENSMUSG00000058793.14","ENSMUSG00000058793.14","Cds2",-0.375906955722256,-3.88405401069974,0.00405798499638441,0.0337358282342453,-3.0501500364435,"ENSMUSG00000058793",9125,"protein_coding",110911,9.39129655203774
"ENSMUSG00000018326.9","ENSMUSG00000018326.9","Ywhab",-0.516140216485966,-3.86380762755083,0.00418146850652906,0.0344480283746577,-3.05148971431582,"ENSMUSG00000018326",3382,"protein_coding",54401,8.00483956878864
"ENSMUSG00000025220.7","ENSMUSG00000025220.7","Mgea5",-0.316975749060417,-3.86570675223925,0.00416971767554553,0.0343990815553103,-3.05276630606167,"ENSMUSG00000025220",5024,"protein_coding",76055,8.03521167152582
"ENSMUSG00000031775.5","ENSMUSG00000031775.5","Pllp",0.842493786955378,3.75242960564169,0.00493606551071811,0.0377496647146782,-3.05281861321395,"ENSMUSG00000031775",2083,"protein_coding",67801,5.69760388691551
"ENSMUSG00000026643.16","ENSMUSG00000026643.16","Nmt2",-0.412198663558856,-3.81963583275702,0.00446494705406065,0.0357271185727792,-3.05317732445858,"ENSMUSG00000026643",6556,"protein_coding",18108,6.64698622599833
"ENSMUSG00000036751.7","ENSMUSG00000036751.7","Cox6b1",-0.361672398903099,-3.81742442513563,0.00447966520301326,0.0358022945864628,-3.05410517141777,"ENSMUSG00000036751",708,"protein_coding",110323,6.53263098307771
"ENSMUSG00000031818.12","ENSMUSG00000031818.12","Cox4i1",-0.339230063848991,-3.8595854094379,0.00420771976383491,0.0345812083998902,-3.05646876240078,"ENSMUSG00000031818",1550,"protein_coding",12857,7.82950512863019
"ENSMUSG00000026123.11","ENSMUSG00000026123.11","Plekhb2",-0.400283527977647,-3.85157806562545,0.00425798691776293,0.0347400689449587,-3.05736801883482,"ENSMUSG00000026123",7987,"protein_coding",226971,7.56891420944126
"ENSMUSG00000015112.15","ENSMUSG00000015112.15","Slc25a13",0.464065682038215,3.5009002888099,0.00722310596236853,0.0472725241002207,-3.05850650908672,"ENSMUSG00000015112",3798,"protein_coding",50799,2.8157537676699
"ENSMUSG00000028191.11","ENSMUSG00000028191.11","Bcl10",0.415534586281534,3.57208325003786,0.00647998206643399,0.044263813488713,-3.05951275856609,"ENSMUSG00000028191",4564,"protein_coding",12042,3.62258476777511
"ENSMUSG00000028691.12","ENSMUSG00000028691.12","Prdx1",0.440104463453725,3.82792969863109,0.00441020250591427,0.0355077543311348,-3.06022601976359,"ENSMUSG00000028691",3043,"protein_coding",18477,6.92476457681349
"ENSMUSG00000041633.14","ENSMUSG00000041633.14","Kctd12b",0.537291894546377,3.50494266454736,0.00717858853875014,0.0470983018117167,-3.06280433897529,"ENSMUSG00000041633",4906,"protein_coding",207474,2.93425056992657
"ENSMUSG00000074909.4","ENSMUSG00000074909.4","Ranbp6",-0.380408945249452,-3.77698803431126,0.00475806952926247,0.036927859458661,-3.06290974471273,"ENSMUSG00000074909",4575,"protein_coding",240614,6.03645958065347
"ENSMUSG00000035686.8","ENSMUSG00000035686.8","Thrsp",1.00345884286158,3.67594717275941,0.0055370557497335,0.0404394589677576,-3.06405131137877,"ENSMUSG00000035686",2189,"protein_coding",21835,4.94406981471373
"ENSMUSG00000010095.13","ENSMUSG00000010095.13","Slc3a2",0.315556991050451,3.79759312105166,0.00461397858004445,0.0364273495026264,-3.0640698004492,"ENSMUSG00000010095",3529,"protein_coding",17254,6.35112071832686
"ENSMUSG00000026667.14","ENSMUSG00000026667.14","Uhmk1",-0.445467953176957,-3.86242032704032,0.0041900746694789,0.034470968581663,-3.06446694598422,"ENSMUSG00000026667",8101,"protein_coding",16589,8.36614498921959
"ENSMUSG00000038034.15","ENSMUSG00000038034.15","Igsf8",-0.451526277395788,-3.81177777793801,0.00451748094595922,0.0359652222537963,-3.0664185712387,"ENSMUSG00000038034",5217,"protein_coding",140559,6.60208469482975
"ENSMUSG00000020894.16","ENSMUSG00000020894.16","Vamp2",-0.445948585588097,-3.8279312278843,0.00441019247788851,0.0355077543311348,-3.06672670174752,"ENSMUSG00000020894",3809,"protein_coding",22318,6.98468429774059
"ENSMUSG00000039323.18","ENSMUSG00000039323.18","Igfbp2",0.570449162961453,3.58968888039983,0.00630891855984277,0.0436282441138324,-3.0671979281118,"ENSMUSG00000039323",1847,"protein_coding",16008,3.87639132799671
"ENSMUSG00000024927.7","ENSMUSG00000024927.7","Rela",0.63886697251453,3.6185300865692,0.00603890603694071,0.0425435721252055,-3.0711287571318,"ENSMUSG00000024927",2716,"protein_coding",19697,4.23218369442254
"ENSMUSG00000039697.15","ENSMUSG00000039697.15","Ncoa7",-0.457925521211144,-3.79228689785102,0.00465063673422419,0.0365826406675855,-3.07194546989487,"ENSMUSG00000039697",5336,"protein_coding",211329,6.36502374894191
"ENSMUSG00000051890.13","ENSMUSG00000051890.13","Klhdc1",-0.440812731911401,-3.64035892643524,0.00584267010310419,0.0417526277079915,-3.07246872364477,"ENSMUSG00000051890",3137,"protein_coding",271005,4.36857349438547
"ENSMUSG00000021708.16","ENSMUSG00000021708.16","Rasgrf2",-0.5618278025732,-3.82787711764784,0.00441054731864887,0.0355077543311348,-3.07321111755268,"ENSMUSG00000021708",8810,"protein_coding",19418,7.19165028719215
"ENSMUSG00000026260.12","ENSMUSG00000026260.12","Ndufa10",-0.396824741580061,-3.80119186290346,0.00458929117036219,0.0363325192264419,-3.07361358710048,"ENSMUSG00000026260",3331,"protein_coding",67273,6.47921139060574
"ENSMUSG00000018040.9","ENSMUSG00000018040.9","Rrp7a",-0.38446268195673,-3.78902833201597,0.00467330165802347,0.0366513740961212,-3.0743069847294,"ENSMUSG00000018040",5411,"protein_coding",74778,6.25141006238546
"ENSMUSG00000049686.14","ENSMUSG00000049686.14","Orai1",0.509705961522047,3.45514314291073,0.00774776049951049,0.0493586710816764,-3.07575520867168,"ENSMUSG00000049686",2295,"protein_coding",109305,2.57987823913288
"ENSMUSG00000053153.14","ENSMUSG00000053153.14","Spag16",0.680564990558817,3.52640024154308,0.00694707111120556,0.0461805723460296,-3.07901997773738,"ENSMUSG00000053153",6764,"protein_coding",66722,3.26073848291575
"ENSMUSG00000040412.16","ENSMUSG00000040412.16","5330417C22Rik",-0.651732352667699,-3.69973102743266,0.00534227096919106,0.0394760814464666,-3.07941035052133,"ENSMUSG00000040412",6304,"protein_coding",229722,5.09558401317741
"ENSMUSG00000030255.13","ENSMUSG00000030255.13","Sspn",0.55124257052431,3.62215921337656,0.00600580448003445,0.0423953237497144,-3.08023322401182,"ENSMUSG00000030255",4996,"protein_coding",16651,4.32079964358561
"ENSMUSG00000031242.7","ENSMUSG00000031242.7","2610002M06Rik",-0.483014614436108,-3.77980254732398,0.00473810936748671,0.0368545551293671,-3.08089779114075,"ENSMUSG00000031242",6337,"protein_coding",67028,6.27376991908607
"ENSMUSG00000021901.10","ENSMUSG00000021901.10","Bap1",-0.410133667529412,-3.79549831257734,0.00462841384665381,0.0364805264419286,-3.08260786192084,"ENSMUSG00000021901",4682,"protein_coding",104416,6.4817360941411
"ENSMUSG00000071073.4","ENSMUSG00000071073.4","Lrrc73",-0.536574576420437,-3.55249422154752,0.00667608246185044,0.045152202486844,-3.08293025987158,"ENSMUSG00000071073",1384,"protein_coding",224813,3.48431169768834
"ENSMUSG00000026158.11","ENSMUSG00000026158.11","Ogfrl1",-0.439456446496541,-3.79980532874006,0.0045987861702447,0.0363680301977448,-3.08573857245798,"ENSMUSG00000026158",8109,"protein_coding",70155,6.66944021166535
"ENSMUSG00000019789.8","ENSMUSG00000019789.8","Hey2",0.538831672902406,3.46941217954019,0.00757997920400951,0.0487460785899987,-3.08585916602439,"ENSMUSG00000019789",2550,"protein_coding",15214,2.70287846599573
"ENSMUSG00000018736.14","ENSMUSG00000018736.14","Ndel1",-0.469205501320351,-3.75933196289871,0.00488533587967764,0.0374926056096393,-3.08779670594373,"ENSMUSG00000018736",3253,"protein_coding",83431,5.95251072962041
"ENSMUSG00000031066.10","ENSMUSG00000031066.10","Usp11",-0.434106040424022,-3.82393095669544,0.00443650711247623,0.0356078180138935,-3.08833115112587,"ENSMUSG00000031066",4732,"protein_coding",236733,7.25719099253746
"ENSMUSG00000038094.15","ENSMUSG00000038094.15","Atp13a4",0.601022373234836,3.62580264573401,0.00597276517563224,0.0422409504881606,-3.08834682323879,"ENSMUSG00000038094",6230,"protein_coding",224079,4.43749292074239
"ENSMUSG00000025241.15","ENSMUSG00000025241.15","Fyco1",0.353596052692069,3.76241013707658,0.00486289097266221,0.0374123957704154,-3.09062017102217,"ENSMUSG00000025241",8653,"protein_coding",17281,6.0625656362388
"ENSMUSG00000020696.18","ENSMUSG00000020696.18","Rffl",0.695278894394107,3.63263958366566,0.00591128373438999,0.0420075739400533,-3.09110864966689,"ENSMUSG00000020696",5922,"protein_coding",67338,4.55322939371982
"ENSMUSG00000005469.10","ENSMUSG00000005469.10","Prkaca",-0.469631856917483,-3.80345184883838,0.00457385932813297,0.0362944877476839,-3.09238043807974,"ENSMUSG00000005469",2488,"protein_coding",18747,6.82201830088945
"ENSMUSG00000061607.14","ENSMUSG00000061607.14","Mdc1",0.492007697126485,3.6175116405274,0.00604822995215018,0.0425839258075734,-3.09259464918119,"ENSMUSG00000061607",7421,"protein_coding",240087,4.3402603898319
"ENSMUSG00000021186.8","ENSMUSG00000021186.8","Fbln5",0.865867210352651,3.48461670198219,0.00740539609012419,0.048053919560162,-3.09298466342572,"ENSMUSG00000021186",5829,"protein_coding",23876,2.72018180489149
"ENSMUSG00000039114.15","ENSMUSG00000039114.15","Nrn1",-0.882722478348966,-3.63908398189633,0.00585394421209949,0.041812626255602,-3.0962179258335,"ENSMUSG00000039114",1766,"protein_coding",68404,4.63314485591383
"ENSMUSG00000078235.3","ENSMUSG00000078235.3","Fam43b",-0.679943530568308,-3.47633430601247,0.00749996637779391,0.0484023715689506,-3.09637910841509,"ENSMUSG00000078235",2437,"protein_coding",625638,2.89213973698226
"ENSMUSG00000021930.14","ENSMUSG00000021930.14","Spryd7",-0.43676572532933,-3.73752046740442,0.00504755708180204,0.0381709417249301,-3.1001375065292,"ENSMUSG00000021930",4002,"protein_coding",66674,5.83401049599423
"ENSMUSG00000024743.14","ENSMUSG00000024743.14","Syt7",-0.510313768965323,-3.82239947239822,0.00444662562998002,0.0356383514539406,-3.10084771507481,"ENSMUSG00000024743",6966,"protein_coding",54525,7.52184293101187
"ENSMUSG00000059742.10","ENSMUSG00000059742.10","Kcnh7",-1.12996416599728,-3.75247254043491,0.0049357482364937,0.0377496647146782,-3.10102607068803,"ENSMUSG00000059742",15226,"protein_coding",170738,6.10608090636321
"ENSMUSG00000008604.11","ENSMUSG00000008604.11","Ubqln4",-0.447332711472416,-3.74367516335856,0.00500121176135965,0.0378930584030081,-3.10160490550503,"ENSMUSG00000008604",4147,"protein_coding",94232,5.84127853147897
"ENSMUSG00000039611.2","ENSMUSG00000039611.2","Tmem246",-0.434146480769044,-3.71497462385351,0.00522125317210531,0.0388884847111051,-3.10195646814783,"ENSMUSG00000039611",3325,"protein_coding",67063,5.49589796964798
"ENSMUSG00000073590.3","ENSMUSG00000073590.3","3222401L13Rik",0.642583418793666,3.46310990934114,0.00765360796882923,0.049099595000466,-3.10353274917033,"ENSMUSG00000073590",6292,"lincRNA",NA,2.88579369363304
"ENSMUSG00000030101.15","ENSMUSG00000030101.15","Sumf1",0.343158363410116,3.64823869564359,0.00577349797380401,0.0414254163918655,-3.10482619142648,"ENSMUSG00000030101",3405,"protein_coding",58911,4.73552157699402
"ENSMUSG00000100252.6","ENSMUSG00000100252.6","Mir124-2hg",-0.373546517729147,-3.74412833921837,0.00499781718342607,0.0378930584030081,-3.10505733183362,"ENSMUSG00000100252",6013,"lincRNA",NA,5.95654765644089
"ENSMUSG00000021248.8","ENSMUSG00000021248.8","Tmed10",0.403170543155593,3.78627981366792,0.0046925100606317,0.036694025689465,-3.1050597635564,"ENSMUSG00000021248",3526,"protein_coding",68581,6.70793958942057
"ENSMUSG00000056204.8","ENSMUSG00000056204.8","Pgpep1",0.609901556200414,3.55719869465252,0.00662842316569689,0.0449453772343346,-3.1059650830993,"ENSMUSG00000056204",5319,"protein_coding",66522,3.81180304746411
"ENSMUSG00000087885.1","ENSMUSG00000087885.1","Gm23600",-0.536622637141505,-3.45643597296097,0.00773239924326741,0.0493377898913763,-3.10610078063083,"ENSMUSG00000087885",71,"snoRNA",NA,2.64471424556846
"ENSMUSG00000029559.15","ENSMUSG00000029559.15","2210016L21Rik",-0.366794908929442,-3.73833559281756,0.00504139307004395,0.0381486884549492,-3.10639568493289,"ENSMUSG00000029559",3303,"protein_coding",72357,5.85261407958685
"ENSMUSG00000038766.16","ENSMUSG00000038766.16","Gabpb2",0.43968516644233,3.71505506884459,0.0052206222795401,0.0388884847111051,-3.10800824599242,"ENSMUSG00000038766",15465,"protein_coding",213054,5.58956445936912
"ENSMUSG00000073514.3","ENSMUSG00000073514.3","Dok6",-0.661574736850252,-3.63045683484106,0.00593083920653185,0.0420800552375824,-3.10945551248675,"ENSMUSG00000073514",5146,"protein_coding",623279,4.53708767909399
"ENSMUSG00000032280.16","ENSMUSG00000032280.16","Tle3",0.708941988424677,3.67992729611756,0.00550394286018266,0.040321956895585,-3.11159965991961,"ENSMUSG00000032280",11653,"protein_coding",21887,5.29465491459084
"ENSMUSG00000078350.11","ENSMUSG00000078350.11","Smim1",0.609116574472966,3.51087371734103,0.00711379378954084,0.0468548959692088,-3.11280907880342,"ENSMUSG00000078350",5761,"protein_coding",68859,3.34768424183523
"ENSMUSG00000035469.17","ENSMUSG00000035469.17","Rcbtb1",0.468976788471971,3.7591558526191,0.00488662332771613,0.0374926056096393,-3.11375230594316,"ENSMUSG00000035469",6010,"protein_coding",71330,6.28682766273677
"ENSMUSG00000039531.7","ENSMUSG00000039531.7","Zup1",0.551733311240642,3.58903253650099,0.00631520960375557,0.0436335295988771,-3.11493846355124,"ENSMUSG00000039531",2364,"protein_coding",72580,4.18126108745551
"ENSMUSG00000073236.4","ENSMUSG00000073236.4","2500004C02Rik",-0.478309709649356,-3.4419384323251,0.00790650672389815,0.0499508166859236,-3.11576844877653,"ENSMUSG00000073236",2147,"processed_transcript",NA,2.74392804321477
"ENSMUSG00000044636.5","ENSMUSG00000044636.5","Csrnp2",-0.396793025780166,-3.64680826543034,0.0057859903309819,0.0414906121564093,-3.11584113290891,"ENSMUSG00000044636",4126,"protein_coding",207785,4.76520788747618
"ENSMUSG00000036641.8","ENSMUSG00000036641.8","Ccdc148",-0.370107376582127,-3.65368181880971,0.00572622167483374,0.0412421680468806,-3.11613643072518,"ENSMUSG00000036641",9274,"protein_coding",227933,4.87782797590743
"ENSMUSG00000040631.8","ENSMUSG00000040631.8","Dok4",-0.541093856404831,-3.52118531610834,0.00700260481908419,0.0463545822079399,-3.11907052316576,"ENSMUSG00000040631",3054,"protein_coding",114255,3.41160045382561
"ENSMUSG00000022454.16","ENSMUSG00000022454.16","Nell2",-1.4584230035691,-3.79183131004628,0.00465379854556885,0.0365832122641215,-3.12034126408589,"ENSMUSG00000022454",3388,"protein_coding",54003,7.15474634173589
"ENSMUSG00000053930.13","ENSMUSG00000053930.13","Shisa6",0.562642382481104,3.66499569659773,0.00562925952139148,0.0408700236897711,-3.12065845607014,"ENSMUSG00000053930",7449,"protein_coding",380702,5.16994393599856
"ENSMUSG00000031409.1","ENSMUSG00000031409.1","Tceal6",-0.711355920728944,-3.6490162131873,0.00576671965356053,0.0414104094142379,-3.12087322887016,"ENSMUSG00000031409",1114,"protein_coding",66104,4.84167293247063
"ENSMUSG00000045733.7","ENSMUSG00000045733.7","Sprn",-0.712299047207518,-3.7755148892613,0.00476855242123215,0.0369654717434379,-3.12203713669383,"ENSMUSG00000045733",3374,"protein_coding",212518,6.61882816008339
"ENSMUSG00000024121.13","ENSMUSG00000024121.13","Atp6v0c",-0.524857389584405,-3.73105536450011,0.00509673019734163,0.0384323638089896,-3.12229822573594,"ENSMUSG00000024121",3384,"protein_coding",11984,5.86673504762801
"ENSMUSG00000034310.8","ENSMUSG00000034310.8","Tmem132d",-0.624891831551158,-3.6151584761734,0.0060698314676425,0.0426852607812092,-3.12282296783136,"ENSMUSG00000034310",6481,"protein_coding",243274,4.47524978725819
"ENSMUSG00000060371.12","ENSMUSG00000060371.12","Caln1",-1.23964800754279,-3.79832981232095,0.00460891342201944,0.0364116458974417,-3.12309228286428,"ENSMUSG00000060371",10483,"protein_coding",140904,7.21815980103344
"ENSMUSG00000021400.6","ENSMUSG00000021400.6","Wrnip1",-0.342298607941344,-3.71043918867586,0.00525695338674207,0.039056129537323,-3.12367289964348,"ENSMUSG00000021400",2633,"protein_coding",78903,5.60768829833411
"ENSMUSG00000043542.12","ENSMUSG00000043542.12","Zc2hc1a",-0.407717239069784,-3.7137000346345,0.00523125996174974,0.0389250280388688,-3.12445973510426,"ENSMUSG00000043542",3508,"protein_coding",67306,5.70261637763032
"ENSMUSG00000102234.1","ENSMUSG00000102234.1","Gm37885",0.536325675725118,3.49302515310705,0.00731066894346659,0.047634991451446,-3.1284660976131,"ENSMUSG00000102234",1985,"antisense",NA,3.22955850287416
"ENSMUSG00000015224.10","ENSMUSG00000015224.10","Cyp2j9",0.447537134848581,3.69017547299108,0.00541964304299902,0.0398630415207312,-3.12874430209947,"ENSMUSG00000015224",3337,"protein_coding",74519,5.45457485355736
"ENSMUSG00000035849.14","ENSMUSG00000035849.14","Krt222",-0.577710741987291,-3.63173286262714,0.00591939885674037,0.0420326268591443,-3.12885763715897,"ENSMUSG00000035849",3292,"protein_coding",268481,4.72625001678002
"ENSMUSG00000033793.12","ENSMUSG00000033793.12","Atp6v1h",-0.418336961643252,-3.7830981774922,0.00471485001058544,0.0368091289522037,-3.1300361918483,"ENSMUSG00000033793",9746,"protein_coding",108664,6.87688251436395
"ENSMUSG00000032850.16","ENSMUSG00000032850.16","Rnft2",-0.426174214511191,-3.72731094860707,0.00512544182305232,0.0385139878105946,-3.1303172463143,"ENSMUSG00000032850",5593,"protein_coding",269695,5.88613095248604
"ENSMUSG00000032058.14","ENSMUSG00000032058.14","Ppp2r1b",0.470583583722086,3.56853145661933,0.00651508209249198,0.0444312465766405,-3.13055157059923,"ENSMUSG00000032058",6449,"protein_coding",73699,4.08972273998013
"ENSMUSG00000091264.2","ENSMUSG00000091264.2","Smim13",-0.749225495192521,-3.7798851685972,0.00473752477163843,0.0368545551293671,-3.13065781005519,"ENSMUSG00000091264",4464,"protein_coding",108934,6.87348572795792
"ENSMUSG00000003863.18","ENSMUSG00000003863.18","Ppfia3",-0.554496075790387,-3.74689965894573,0.00497711127298171,0.037855774084962,-3.13150942151761,"ENSMUSG00000003863",7899,"protein_coding",76787,6.21397973494439
"ENSMUSG00000071604.4","ENSMUSG00000071604.4","Fam189a2",0.876839769790013,3.53163238548504,0.00689182007911066,0.0459940148136759,-3.13307755156546,"ENSMUSG00000071604",2547,"protein_coding",381217,3.76403856266182
"ENSMUSG00000053137.6","ENSMUSG00000053137.6","Mapk11",-0.604288338059411,-3.53450128607073,0.00686172141089551,0.0458836452899662,-3.13471354586712,"ENSMUSG00000053137",2440,"protein_coding",19094,3.62023542635303
"ENSMUSG00000005506.16","ENSMUSG00000005506.16","Celf1",-0.282256864921203,-3.80430169882055,0.00456807056125372,0.0362704496289958,-3.13624157967057,"ENSMUSG00000005506",8446,"protein_coding",13046,7.63541965682585
"ENSMUSG00000041556.8","ENSMUSG00000041556.8","Fbxo2",0.583409056999536,3.63044993458078,0.00593090113494692,0.0420800552375824,-3.13656532408598,"ENSMUSG00000041556",1288,"protein_coding",230904,4.79108049351392
"ENSMUSG00000037014.4","ENSMUSG00000037014.4","Sstr4",-0.847664678821418,-3.45169611287674,0.00778887469630336,0.0495246972300524,-3.13841199752491,"ENSMUSG00000037014",1424,"protein_coding",20608,2.91154257044317
"ENSMUSG00000057914.15","ENSMUSG00000057914.15","Cacnb2",-0.401902050525332,-3.74444499944165,0.00499544664441438,0.0378930584030081,-3.13883269305103,"ENSMUSG00000057914",13228,"protein_coding",12296,6.24907270665219
"ENSMUSG00000021903.11","ENSMUSG00000021903.11","Galnt15",0.533604686814259,3.44609799118718,0.00785613520662002,0.049752022023742,-3.13960132086724,"ENSMUSG00000021903",6326,"protein_coding",78754,2.80600974864397
"ENSMUSG00000041020.14","ENSMUSG00000041020.14","Map7d2",-0.583275565246129,-3.77905045132822,0.00474343442458536,0.0368565931384352,-3.14021607758962,"ENSMUSG00000041020",4121,"protein_coding",78283,6.99363873018164
"ENSMUSG00000033161.10","ENSMUSG00000033161.10","Atp1a1",-0.341441957943144,-3.81487899984183,0.00449667021488079,0.035862801375205,-3.1406209060484,"ENSMUSG00000033161",4568,"protein_coding",11928,8.337155681298
"ENSMUSG00000038291.16","ENSMUSG00000038291.16","Snx25",-0.479905497407887,-3.7031605328548,0.00531478783935958,0.0393500312520261,-3.1407724625256,"ENSMUSG00000038291",4440,"protein_coding",102141,5.63329948868193
"ENSMUSG00000037926.15","ENSMUSG00000037926.15","Ssh2",0.39865710837023,3.75812324263093,0.00489417942790814,0.0375019863312857,-3.14131859203909,"ENSMUSG00000037926",18519,"protein_coding",237860,6.54073544621521
"ENSMUSG00000042453.14","ENSMUSG00000042453.14","Reln",-0.812853842682772,-3.77196104602772,0.00479394250020936,0.0370939327401041,-3.14398541200577,"ENSMUSG00000042453",23738,"protein_coding",19699,6.82195915590458
"ENSMUSG00000025702.15","ENSMUSG00000025702.15","March8",0.471223535813061,3.74841472454131,0.00496582991739659,0.0378314811499892,-3.14421427339894,"ENSMUSG00000025702",9634,"protein_coding",71779,6.43740296337004
"ENSMUSG00000017774.19","ENSMUSG00000017774.19","Myo1c",0.421379573043188,3.59735287180223,0.00623594693953824,0.0433260203176777,-3.14599392729138,"ENSMUSG00000017774",6585,"protein_coding",17913,4.47584403252889
"ENSMUSG00000027984.8","ENSMUSG00000027984.8","Hadh",0.548238765003115,3.59876403746458,0.00622260812318463,0.0432714249552636,-3.1503962163306,"ENSMUSG00000027984",4977,"protein_coding",15107,4.54196992494524
"ENSMUSG00000033065.13","ENSMUSG00000033065.13","Pfkm",-0.345194852443074,-3.80113300677612,0.00458969379461744,0.0363325192264419,-3.1505763008566,"ENSMUSG00000033065",2957,"protein_coding",18642,7.94911741334455
"ENSMUSG00000096349.1","ENSMUSG00000096349.1","Gm22513",-0.835184221099544,-3.67530251890744,0.00554243878974061,0.0404587229768459,-3.15106073181751,"ENSMUSG00000096349",164,"snRNA",NA,5.27985968367333
"ENSMUSG00000040187.15","ENSMUSG00000040187.15","Arntl2",-0.433091822978948,-3.47816226808065,0.0074789855856792,0.04833281680677,-3.15160218258696,"ENSMUSG00000040187",5691,"protein_coding",272322,3.08076642559483
"ENSMUSG00000061118.8","ENSMUSG00000061118.8","Dnajc30",-0.44541935163174,-3.54021449697008,0.00680219387221662,0.0456006959042871,-3.15253543614359,"ENSMUSG00000061118",1661,"protein_coding",66114,3.82403544171217
"ENSMUSG00000021701.7","ENSMUSG00000021701.7","Plk2",-1.01270613098645,-3.74665835784814,0.00497891053523209,0.0378573020953361,-3.15320930136035,"ENSMUSG00000021701",2802,"protein_coding",20620,6.40566820305324
"ENSMUSG00000096780.7","ENSMUSG00000096780.7","Tmem181b-ps",-0.521980009229331,-3.70699410204763,0.00528424372280385,0.0391851323026328,-3.15331357692089,"ENSMUSG00000096780",4187,"transcribed_unprocessed_pseudogene",NA,5.72414675393
"ENSMUSG00000097164.1","ENSMUSG00000097164.1","Cep83os",-0.419373947356652,-3.64159380298243,0.00583177218303242,0.0417045664719574,-3.15381078774696,"ENSMUSG00000097164",4135,"lincRNA",NA,4.98644938073234
"ENSMUSG00000038146.7","ENSMUSG00000038146.7","Notch3",0.473839847996851,3.52911732807818,0.00691832088120139,0.0461059172963576,-3.15547934230678,"ENSMUSG00000038146",8044,"protein_coding",18131,3.74857907491445
"ENSMUSG00000028978.12","ENSMUSG00000028978.12","Nos3",0.431557876668226,3.47511409604681,0.00751400602533722,0.0484751483359381,-3.15679706052563,"ENSMUSG00000028978",4132,"protein_coding",18127,3.245347810078
"ENSMUSG00000038664.16","ENSMUSG00000038664.16","Herc1",-0.333008463157574,-3.81469805402442,0.00449788165065059,0.035862801375205,-3.15720152873438,"ENSMUSG00000038664",27464,"protein_coding",235439,9.23080774511006
"ENSMUSG00000092083.4","ENSMUSG00000092083.4","Kcnb2",-0.61320580239689,-3.65882439913005,0.00568193163232445,0.0410872478834321,-3.1573118246009,"ENSMUSG00000092083",15165,"protein_coding",98741,5.26930242030001
"ENSMUSG00000027201.16","ENSMUSG00000027201.16","Myef2",-0.343865173812778,-3.75848840957694,0.00489150591242259,0.0374954750855411,-3.15732234471051,"ENSMUSG00000027201",5936,"protein_coding",17876,6.71938056812992
